,voice_mail_plan,voice_mail_messages,international_mins,customer_service_calls,international_plan,international_calls,international_charge,total_charge,churn
1892,0,0,11.1,3,0,3,3.0,50.8,0
1893,0,0,6.0,1,0,5,1.62,70.31,0
1894,1,33,10.9,3,0,3,2.94,75.1,0
1895,0,0,12.1,1,0,3,3.27,61.26,0
1896,0,0,8.9,0,1,4,2.4,62.19,0
1897,1,25,13.5,3,0,2,3.65,72.45,0
1898,0,0,10.8,1,0,2,2.92,62.96,0
1899,0,0,9.2,0,0,3,2.48,57.95,0
1900,0,0,11.5,3,0,4,3.11,67.92,0
1901,1,35,11.6,3,0,4,3.13,67.25,0
1902,0,0,7.0,2,0,4,1.89,53.15,0
1903,0,0,12.9,1,1,4,3.48,50.3,0
1904,0,0,6.3,3,0,3,1.7,59.55,0
1905,0,0,11.5,0,0,7,3.11,62.96,0
1906,1,30,8.7,3,0,6,2.35,78.33,0
1907,0,0,11.7,1,0,4,3.16,51.05,0
1908,1,35,10.6,5,0,6,2.86,76.78,0
1909,0,0,8.2,1,0,1,2.21,56.72,0
1910,0,0,14.0,0,0,2,3.78,68.08,0
1911,0,0,8.4,1,0,6,2.27,49.45,0
1912,0,0,8.9,1,0,2,2.4,50.08,0
1913,0,0,10.6,1,0,2,2.86,54.92,0
1914,0,0,10.5,1,0,4,2.84,54.83,0
1915,0,0,8.2,2,0,4,2.21,51.27,0
1916,0,0,10.0,3,0,4,2.7,40.57,0
1917,1,37,11.6,1,0,5,3.13,66.43,0
1918,0,0,8.3,4,0,6,2.24,68.38,0
1919,0,0,11.2,2,0,3,3.02,51.51,0
1920,0,0,8.9,1,0,4,2.4,43.62,0
1921,1,17,12.6,0,0,7,3.4,61.32,0
1922,0,0,7.1,0,0,7,1.92,53.78,0
1923,0,0,10.2,2,0,2,2.75,57.52,0
1924,0,0,8.2,1,0,8,2.21,62.03,0
1925,0,0,4.6,2,0,4,1.24,51.6,0
1926,1,20,11.3,2,0,3,3.05,75.69,0
1927,0,0,9.6,0,0,5,2.59,66.52,0
1928,0,0,8.7,0,0,4,2.35,43.32,0
1929,0,0,3.4,2,0,4,0.92,56.66,0
1930,0,0,12.8,0,0,4,3.46,57.7,0
1931,0,0,11.7,1,1,4,3.16,53.98,0
1932,0,0,12.5,2,0,8,3.38,72.87,0
1933,0,0,14.6,0,0,8,3.94,43.32,0
1934,1,31,13.1,1,0,4,3.54,52.44,0
1935,0,0,9.4,2,0,3,2.54,64.56,0
1936,0,0,10.5,3,0,3,2.84,38.93,0
1937,0,0,0.0,3,0,0,0.0,65.04,0
1938,0,0,13.3,0,0,3,3.59,48.66,0
1939,1,33,13.7,0,0,4,3.7,61.35,0
1940,1,29,11.5,1,0,5,3.11,70.22,0
1941,1,45,14.0,1,0,5,3.78,50.6,0
1942,0,0,6.6,3,0,5,1.78,70.75,0
1943,0,0,7.6,1,0,7,2.05,65.26,0
1944,0,0,9.9,4,0,4,2.67,57.19,0
1945,0,0,18.2,1,0,3,4.91,66.85,0
1946,0,0,10.1,2,0,3,2.73,57.43,0
1947,0,0,10.2,0,0,2,2.75,69.99,0
1948,0,0,8.4,0,1,5,2.27,59.66,0
1949,0,0,10.4,2,0,4,2.81,41.43,0
1950,0,0,12.6,3,0,7,3.4,58.74,0
1951,0,0,11.8,2,0,1,3.19,59.41,0
1952,1,22,7.6,1,0,5,2.05,57.64,0
1953,0,0,10.9,0,0,8,2.94,47.16,0
1954,1,30,9.6,2,0,2,2.59,52.31,0
1955,0,0,6.4,0,1,3,1.73,71.43,0
1956,0,0,13.9,0,0,2,3.75,72.46,0
1957,0,0,12.2,0,0,5,3.29,62.51,0
1958,1,19,10.8,2,0,6,2.92,56.27,0
1959,0,0,11.0,1,0,7,2.97,57.9,0
1960,1,25,8.3,0,0,8,2.24,39.97,0
1961,0,0,11.2,3,0,5,3.02,60.06,0
1962,0,0,14.3,4,0,2,3.86,67.72,0
1963,0,0,10.6,2,1,3,2.86,64.6,0
1964,0,0,11.5,1,0,3,3.11,54.2,0
1965,0,0,11.2,1,0,5,3.02,50.91,0
1966,1,39,8.4,0,1,4,2.27,56.62,0
1967,0,0,13.0,2,0,7,3.51,43.72,0
1968,0,0,15.5,1,0,4,4.19,61.71,0
1969,0,0,9.2,2,0,4,2.48,59.88,0
1970,0,0,10.5,1,0,2,2.84,65.04,0
1971,1,8,8.7,2,0,2,2.35,49.42,0
1972,0,0,10.9,0,0,6,2.94,45.07,0
1973,0,0,9.3,1,0,5,2.51,60.42,0
1974,0,0,14.8,0,0,9,4.0,67.71,0
1975,0,0,11.9,2,0,5,3.21,59.45,0
1976,0,0,9.3,2,0,4,2.51,41.67,0
1977,0,0,11.0,0,0,5,2.97,63.58,0
1978,1,36,15.2,2,0,6,4.1,46.16,0
1979,1,15,6.4,1,0,3,1.73,45.49,0
1980,1,28,8.6,2,0,6,2.32,45.44,0
1981,0,0,13.1,1,0,6,3.54,54.11,0
1982,0,0,9.5,2,0,3,2.57,57.16,0
1983,1,21,10.0,2,0,5,2.7,71.47,0
1984,1,40,15.6,0,0,3,4.21,56.03,0
1985,1,31,10.2,1,0,4,2.75,57.15,0
1986,0,0,12.1,2,0,3,3.27,65.9,0
1987,0,0,11.3,0,0,4,3.05,41.06,0
1988,1,23,10.3,1,0,6,2.78,87.03,0
1989,0,0,13.3,1,0,2,3.59,65.67,0
1990,0,0,11.0,2,0,5,2.97,65.73,0
1991,0,0,14.6,1,0,4,3.94,57.09,0
1992,0,0,7.0,0,0,6,1.89,60.4,0
1993,1,13,12.1,1,0,4,3.27,55.82,0
1994,1,34,4.7,3,0,3,1.27,66.73,0
1995,0,0,11.0,0,0,5,2.97,41.58,0
1996,0,0,11.6,1,0,5,3.13,60.51,0
1997,0,0,11.6,2,0,6,3.13,54.66,0
1998,0,0,12.9,1,0,4,3.48,58.65,0
1999,0,0,13.8,3,0,3,3.73,60.55,0
2000,0,0,7.6,3,0,6,2.05,69.28,0
2001,0,0,11.9,1,0,6,3.21,52.98,0
2002,0,0,13.7,1,0,6,3.7,54.94,0
2003,1,38,10.0,1,0,8,2.7,64.57,0
2004,0,0,9.7,1,0,4,2.62,50.28,0
2005,0,0,7.1,1,0,6,1.92,47.42,0
2006,0,0,10.4,4,0,6,2.81,66.93,0
2007,1,45,12.2,1,0,2,3.29,61.36,0
2008,1,23,8.8,1,0,4,2.38,73.54,0
2009,0,0,14.7,4,0,7,3.97,64.85,0
2010,0,0,9.8,2,0,5,2.65,45.02,0
2011,0,0,11.5,0,0,5,3.11,64.27,0
2012,0,0,10.9,2,0,4,2.94,55.45,0
2013,1,11,10.1,2,0,4,2.73,58.63,0
2014,1,32,9.4,1,0,2,2.54,39.19,0
2015,0,0,8.3,3,0,5,2.24,56.65,0
2016,1,38,10.5,0,0,2,2.84,44.52,0
2017,0,0,7.7,1,1,6,2.08,58.41,0
2018,0,0,8.3,3,0,2,2.24,50.27,0
2019,0,0,5.6,3,0,4,1.51,63.7,0
2020,1,23,7.4,0,0,3,2.0,55.05,0
2021,1,40,8.5,0,0,7,2.3,60.06,0
2022,1,22,9.3,0,0,1,2.51,56.61,0
2023,0,0,5.3,1,0,3,1.43,54.47,0
2024,0,0,9.9,1,0,3,2.67,52.77,0
2025,0,0,9.1,1,0,7,2.46,65.67,0
2026,1,34,13.2,1,0,7,3.56,81.34,0
2027,0,0,10.3,3,1,7,2.78,64.53,0
2028,0,0,11.3,1,0,4,3.05,61.58,0
2029,0,0,10.2,2,0,6,2.75,67.8,0
2030,1,30,12.9,2,0,3,3.48,66.89,0
2031,1,39,12.3,0,0,2,3.32,59.74,0
2032,1,17,12.0,1,0,4,3.24,77.56,0
2033,0,0,5.4,0,0,3,1.46,49.74,0
2034,0,0,9.8,0,0,3,2.65,48.55,0
2035,0,0,6.7,0,0,2,1.81,56.26,0
2036,0,0,9.8,1,0,9,2.65,66.8,0
2037,0,0,9.8,2,0,10,2.65,49.89,0
2038,0,0,8.5,0,0,6,2.3,57.95,0
2039,1,21,8.1,1,0,4,2.19,65.91,0
2040,0,0,8.5,1,0,3,2.3,54.32,0
2041,1,22,7.8,1,0,3,2.11,48.45,0
2042,0,0,10.2,1,0,5,2.75,47.83,0
2043,0,0,13.8,1,0,3,3.73,72.81,0
2044,1,41,9.6,1,0,3,2.59,66.39,0
2045,0,0,13.4,0,0,4,3.62,55.39,0
2046,0,0,16.4,2,0,5,4.43,68.92,0
2047,0,0,9.9,2,0,5,2.67,62.22,0
2048,0,0,13.0,1,0,1,3.51,50.04,0
2049,0,0,12.5,3,0,9,3.38,55.96,0
2050,0,0,13.2,1,0,4,3.56,68.57,0
2051,0,0,12.6,0,0,3,3.4,50.7,0
2052,1,20,8.7,2,0,3,2.35,56.06,0
2053,0,0,10.9,2,0,3,2.94,35.34,0
2054,0,0,10.0,2,0,1,2.7,66.92,0
2055,0,0,7.2,3,0,6,1.94,47.11,0
2056,1,42,10.2,0,0,3,2.75,52.16,0
2057,0,0,10.7,0,0,5,2.89,62.52,0
2058,1,19,12.2,2,0,3,3.29,50.94,0
2059,0,0,12.4,0,1,4,3.35,67.63,0
2060,0,0,7.9,2,0,5,2.13,56.05,0
2061,0,0,8.4,2,0,5,2.27,48.33,0
2062,1,28,7.8,1,0,8,2.11,54.33,0
2063,0,0,12.1,1,0,4,3.27,60.74,0
2064,0,0,8.4,2,0,9,2.27,50.85,0
2065,0,0,7.8,3,0,10,2.11,49.59,0
2066,0,0,11.8,1,0,4,3.19,72.55,0
2067,0,0,9.7,0,0,2,2.62,64.96,0
2068,0,0,13.1,2,0,8,3.54,54.81,0
2069,0,0,9.9,3,0,9,2.67,63.41,0
2070,0,0,9.2,2,0,5,2.48,61.59,0
2071,0,0,10.7,2,0,9,2.89,71.02,0
2072,0,0,10.1,1,0,4,2.73,50.72,0
2073,0,0,7.2,2,0,9,1.94,65.7,0
2074,0,0,18.0,1,0,2,4.86,50.42,0
2075,0,0,6.4,3,0,8,1.73,61.96,0
2076,0,0,14.0,1,0,7,3.78,52.51,0
2077,1,24,12.9,1,0,1,3.48,39.43,0
2078,0,0,14.2,2,0,2,3.83,49.36,0
2079,1,28,6.9,1,0,3,1.86,71.43,0
2080,0,0,13.2,3,0,4,3.56,54.42,0
2081,0,0,8.2,0,0,5,2.21,52.31,0
2082,0,0,12.2,2,0,5,3.29,59.47,0
2083,0,0,12.7,2,0,4,3.43,57.06,0
2084,1,21,11.9,1,0,7,3.21,57.71,0
2085,0,0,6.6,1,0,4,1.78,58.72,0
2086,0,0,10.9,1,0,3,2.94,61.62,0
2087,0,0,8.9,1,0,2,2.4,68.01,0
2088,0,0,10.0,6,0,2,2.7,74.03,0
2089,0,0,6.7,2,0,5,1.81,52.55,0
2090,0,0,9.3,2,0,4,2.51,62.02,0
2091,0,0,10.8,2,0,4,2.92,44.08,0
2092,0,0,16.9,0,0,6,4.56,67.65,0
2093,0,0,9.6,0,0,5,2.59,45.98,0
2094,1,29,11.5,1,0,2,3.11,66.18,0
2095,0,0,9.0,1,0,6,2.43,67.92,0
2096,1,33,7.7,1,0,6,2.08,51.41,0
2097,0,0,8.0,1,0,11,2.16,53.63,0
2098,0,0,12.1,1,0,4,3.27,50.04,0
2099,0,0,10.7,1,0,8,2.89,55.12,0
2100,0,0,13.5,0,0,2,3.65,45.62,0
2101,0,0,14.4,2,0,8,3.89,58.24,0
2102,0,0,12.0,3,1,8,3.24,68.68,0
2103,0,0,12.8,3,0,4,3.46,61.66,0
2104,1,43,8.5,1,0,6,2.3,41.79,0
2105,0,0,7.8,2,0,3,2.11,64.17,0
2106,0,0,13.3,1,0,2,3.59,52.5,0
2107,1,33,11.1,2,0,11,3.0,65.75,0
2108,0,0,8.5,2,0,5,2.3,60.7,0
2109,0,0,11.8,0,0,4,3.19,60.55,0
2110,0,0,7.8,1,0,2,2.11,54.05,0
2111,0,0,8.6,0,0,4,2.32,48.54,0
2112,0,0,7.5,2,0,4,2.03,61.13,0
2113,0,0,12.8,1,0,6,3.46,56.51,0
2114,0,0,11.4,3,0,5,3.08,65.98,0
2115,0,0,9.8,3,0,1,2.65,56.28,0
2116,0,0,11.4,1,0,2,3.08,57.25,0
2117,0,0,8.9,3,0,7,2.4,66.41,0
2118,1,37,12.0,2,0,9,3.24,58.88,0
2119,0,0,13.9,1,0,4,3.75,56.8,0
2120,1,30,9.3,3,0,7,2.51,61.46,0
2121,0,0,12.8,5,0,3,3.46,62.3,0
2122,0,0,14.3,0,0,9,3.86,54.5,0
2123,0,0,5.8,1,0,5,1.57,44.16,0
2124,0,0,14.0,2,0,2,3.78,67.3,0
2125,0,0,10.3,1,0,8,2.78,52.93,0
2126,0,0,11.2,1,0,4,3.02,67.25,0
2127,1,30,11.5,1,0,5,3.11,60.69,0
2128,1,13,6.4,2,0,5,1.73,75.67,0
2129,0,0,15.9,3,0,4,4.29,58.69,0
2130,1,38,14.1,2,0,8,3.81,81.19,0
2131,0,0,9.9,3,0,3,2.67,59.23,0
2132,1,46,6.7,4,0,2,1.81,63.46,0
2133,1,24,10.7,1,0,6,2.89,70.9,0
2134,1,37,5.9,1,0,4,1.59,46.51,0
2135,0,0,11.8,0,0,3,3.19,53.9,0
2136,0,0,8.4,2,0,8,2.27,70.2,0
2137,0,0,7.1,1,0,9,1.92,60.51,0
2138,0,0,10.9,1,0,4,2.94,57.27,0
2139,1,33,16.0,0,0,3,4.32,53.46,0
2140,0,0,10.7,2,0,2,2.89,55.94,0
2141,0,0,11.0,1,0,7,2.97,66.38,0
2142,1,35,7.5,4,0,16,2.03,61.8,0
2143,1,16,11.6,4,0,2,3.13,56.77,0
2144,0,0,10.9,2,0,7,2.94,66.66,0
2145,0,0,12.0,2,0,5,3.24,55.35,0
2146,1,27,12.6,2,0,6,3.4,55.68,0
2147,0,0,12.5,1,0,1,3.38,65.29,0
2148,0,0,6.8,4,0,3,1.84,62.1,0
2149,0,0,9.8,2,0,3,2.65,61.19,0
2150,1,22,12.4,2,0,2,3.35,58.31,0
2151,1,35,11.8,1,0,3,3.19,55.29,0
2152,0,0,10.6,0,0,3,2.86,63.56,0
2153,0,0,12.6,2,0,7,3.4,50.81,0
2154,0,0,10.0,1,0,4,2.7,60.44,0
2155,0,0,6.0,2,0,6,1.62,56.39,0
2156,0,0,5.9,3,0,9,1.59,61.74,0
2157,0,0,11.4,2,0,9,3.08,57.5,0
2158,1,33,12.2,1,0,4,3.29,73.05,0
2159,1,24,10.8,3,0,3,2.92,79.55,0
2160,1,21,10.0,1,1,4,2.7,50.49,0
2161,0,0,10.6,3,0,7,2.86,42.6,0
2162,0,0,12.4,0,0,2,3.35,61.23,0
2163,0,0,11.5,5,0,6,3.11,65.41,0
2164,1,23,12.7,1,0,1,3.43,65.84,0
2165,0,0,9.8,1,0,3,2.65,65.98,0
2166,0,0,4.9,2,0,4,1.32,50.6,0
2167,0,0,9.2,3,0,5,2.48,70.0,0
2168,0,0,9.7,0,0,9,2.62,58.95,0
2169,1,30,12.4,1,0,5,3.35,45.67,0
2170,0,0,6.8,1,0,3,1.84,65.65,0
2171,0,0,10.0,1,0,5,2.7,61.42,0
2172,0,0,8.9,2,0,1,2.4,70.62,0
2173,0,0,8.9,3,0,5,2.4,71.75,0
2174,0,0,13.5,0,0,7,3.65,68.0,0
2175,0,0,16.1,2,0,5,4.35,53.88,0
2176,0,0,9.5,0,0,3,2.57,69.17,0
2177,0,0,12.7,2,0,7,3.43,65.63,0
2178,0,0,10.1,3,1,3,2.73,51.19,0
2179,1,27,10.0,3,0,4,2.7,59.96,0
2180,1,21,8.6,0,0,4,2.32,57.77,0
2181,0,0,1.1,2,0,2,0.3,47.27,0
2182,1,12,9.0,2,0,6,2.43,60.9,0
2183,0,0,9.5,2,0,5,2.57,52.56,0
2184,0,0,12.8,0,0,6,3.46,48.97,0
2185,0,0,5.7,0,0,9,1.54,60.49,0
2186,0,0,12.1,0,0,8,3.27,69.52,0
2187,0,0,14.4,2,0,6,3.89,72.79,0
2188,0,0,3.3,1,0,3,0.89,62.95,0
2189,1,28,7.7,2,0,3,2.08,57.83,0
2190,0,0,13.2,1,0,4,3.56,64.84,0
2191,0,0,9.8,2,0,7,2.65,63.68,0
2192,0,0,14.1,3,0,3,3.81,59.76,0
2193,1,44,10.0,2,0,1,2.7,59.22,0
2194,0,0,10.0,1,0,2,2.7,65.16,0
2195,0,0,15.2,0,0,8,4.1,58.63,0
2196,0,0,7.0,3,0,7,1.89,70.28,0
2197,0,0,9.7,2,0,4,2.62,60.43,0
2198,0,0,11.6,1,1,4,3.13,72.29,0
2199,0,0,7.3,3,0,3,1.97,61.83,0
2200,0,0,9.8,2,0,7,2.65,53.53,0
2201,1,41,11.9,0,0,5,3.21,65.55,0
2202,0,0,12.4,1,0,4,3.35,66.76,0
2203,0,0,11.6,0,0,5,3.13,45.45,0
2204,0,0,8.3,3,1,3,2.24,64.36,0
2205,1,20,7.9,1,0,5,2.13,54.5,0
2206,0,0,12.1,1,0,13,3.27,33.0,0
2207,0,0,11.2,2,0,3,3.02,48.75,0
2208,0,0,9.7,4,0,7,2.62,72.82,0
2209,0,0,13.2,0,0,3,3.56,61.54,0
2210,0,0,9.0,2,0,2,2.43,30.48,0
2211,0,0,10.0,1,0,3,2.7,65.65,0
2212,0,0,11.6,0,0,2,3.13,57.8,0
2213,1,24,6.0,2,0,3,1.62,57.66,0
2214,1,30,15.4,1,0,6,4.16,54.81,0
2215,1,28,6.1,1,0,8,1.65,79.62,0
2216,1,50,12.1,2,0,4,3.27,59.81,0
2217,1,38,4.3,0,0,6,1.16,51.69,0
2218,0,0,13.8,1,0,2,3.73,63.48,0
2219,1,19,10.0,1,0,6,2.7,61.25,0
2220,0,0,10.3,1,0,3,2.78,57.25,0
2221,0,0,9.6,1,0,6,2.59,71.13,0
2222,0,0,10.1,2,0,5,2.73,46.31,0
2223,1,24,13.0,2,0,9,3.51,44.57,0
2224,0,0,12.0,0,0,3,3.24,52.75,0
2225,0,0,9.9,2,0,1,2.67,57.54,0
2226,0,0,11.7,0,1,3,3.16,66.93,0
2227,0,0,6.2,2,0,3,1.67,58.58,0
2228,0,0,8.7,2,0,4,2.35,51.2,0
2229,1,27,14.8,1,0,8,4.0,64.67,0
2230,1,30,11.1,1,1,3,3.0,56.34,0
2231,0,0,9.9,1,0,2,2.67,62.89,0
2232,0,0,7.5,1,0,3,2.03,52.27,0
2233,1,9,10.8,0,0,9,2.92,54.25,0
2234,0,0,10.3,0,0,1,2.78,61.38,0
2235,0,0,12.4,1,0,2,3.35,69.35,0
2236,1,31,10.7,2,0,1,2.89,69.3,0
2237,0,0,8.0,2,0,7,2.16,69.52,0
2238,0,0,7.1,1,0,7,1.92,50.26,0
2239,0,0,13.4,3,0,1,3.62,59.17,0
2240,0,0,7.7,2,0,10,2.08,52.48,0
2241,0,0,14.2,1,0,6,3.83,67.82,0
2242,0,0,8.7,1,0,6,2.35,48.32,0
2243,0,0,7.9,0,0,4,2.13,64.2,0
2244,1,39,8.1,3,0,1,2.19,52.12,0
2245,0,0,12.9,2,0,2,3.48,27.77,0
2246,1,23,11.3,1,0,7,3.05,62.47,0
2247,0,0,10.7,0,0,3,2.89,67.08,0
2248,0,0,12.5,2,0,1,3.38,42.49,0
2249,0,0,5.8,2,0,7,1.57,68.95,0
2250,0,0,12.0,0,0,3,3.24,64.51,0
2251,0,0,12.6,1,0,9,3.4,43.69,0
2252,0,0,10.5,1,0,7,2.84,59.51,0
2253,0,0,9.5,3,0,4,2.57,32.89,0
2254,1,19,8.2,3,0,2,2.21,53.11,0
2255,1,23,14.9,2,0,3,4.02,78.99,0
2256,0,0,10.7,1,0,3,2.89,48.19,0
2257,0,0,10.5,1,1,6,2.84,58.08,0
2258,1,44,12.0,1,0,2,3.24,46.83,0
2259,0,0,9.1,1,0,2,2.46,51.6,0
2260,1,30,5.7,2,0,3,1.54,47.32,0
2261,1,31,13.2,1,0,6,3.56,60.16,0
2262,1,24,9.0,1,0,13,2.43,68.57,0
2263,1,30,7.4,0,0,7,2.0,61.76,0
2264,0,0,12.3,2,0,6,3.32,68.91,0
2265,0,0,10.3,1,0,3,2.78,56.69,0
2266,0,0,8.5,0,0,4,2.3,63.88,0
2267,0,0,11.3,3,0,4,3.05,65.37,0
2268,0,0,9.0,2,0,3,2.43,66.57,0
2269,0,0,11.6,3,0,3,3.13,62.51,0
2270,1,17,9.1,1,0,2,2.46,61.25,0
2271,0,0,10.8,1,0,6,2.92,45.15,0
2272,0,0,7.2,0,0,2,1.94,73.43,0
2273,1,27,7.7,2,0,4,2.08,53.75,0
2274,1,27,9.1,0,0,3,2.46,40.29,0
2275,0,0,5.5,0,0,3,1.49,69.6,0
2276,0,0,11.1,1,0,4,3.0,42.02,0
2277,1,27,14.4,2,0,7,3.89,81.98,0
2278,0,0,9.3,1,0,2,2.51,44.66,0
2279,0,0,16.2,0,0,2,4.37,62.61,0
2280,0,0,10.0,2,0,4,2.7,52.5,0
2281,0,0,10.2,1,0,8,2.75,38.29,0
2282,0,0,9.4,3,0,3,2.54,59.96,0
2283,0,0,6.1,4,0,3,1.65,59.47,0
2284,0,0,14.4,2,0,2,3.89,50.72,0
2285,0,0,10.6,3,0,8,2.86,66.98,0
2286,0,0,9.1,1,0,4,2.46,43.93,0
2287,0,0,13.6,2,0,8,3.67,70.76,0
2288,0,0,11.8,2,0,4,3.19,59.07,0
2289,1,25,11.6,1,0,5,3.13,57.68,0
2290,0,0,3.5,1,0,3,0.95,49.26,0
2291,1,42,11.1,0,0,4,3.0,67.89,0
2292,0,0,10.8,2,0,5,2.92,52.09,0
2293,1,33,11.0,2,0,6,2.97,58.48,0
2294,0,0,12.3,3,0,4,3.32,49.05,0
2295,0,0,10.7,1,0,6,2.89,50.53,0
2296,1,23,7.2,2,0,5,1.94,72.58,0
2297,0,0,11.4,1,0,9,3.08,36.46,0
2298,0,0,10.1,1,1,4,2.73,52.98,0
2299,1,27,13.2,4,0,2,3.56,58.81,0
2300,0,0,5.7,0,0,5,1.54,68.26,0
2301,0,0,11.2,0,1,3,3.02,59.88,0
2302,0,0,16.6,2,0,4,4.48,60.1,0
2303,0,0,14.3,2,0,9,3.86,50.44,0
2304,0,0,10.2,2,0,11,2.75,60.85,0
2305,1,26,12.6,1,0,4,3.4,75.37,0
2306,0,0,10.5,1,0,6,2.84,44.08,0
2307,0,0,9.9,1,0,3,2.67,61.85,0
2308,0,0,7.5,3,0,5,2.03,49.43,0
2309,0,0,11.6,2,0,9,3.13,68.69,0
2310,0,0,11.7,1,0,7,3.16,58.6,0
2311,1,33,10.4,3,0,15,2.81,59.07,0
2312,0,0,10.3,2,0,5,2.78,46.27,0
2313,0,0,14.3,1,0,3,3.86,67.88,0
2314,1,35,10.5,2,0,3,2.84,55.05,0
2315,1,41,10.8,0,0,7,2.92,51.91,0
2316,0,0,14.0,0,0,8,3.78,43.11,0
2317,1,20,9.4,0,0,2,2.54,67.57,0
2318,0,0,10.0,1,0,6,2.7,39.62,0
2319,0,0,11.5,1,0,4,3.11,57.12,0
2320,0,0,4.5,0,1,4,1.22,67.43,0
2321,0,0,10.1,1,0,4,2.73,67.21,0
2322,1,32,12.2,0,1,4,3.29,60.9,0
2323,0,0,8.0,0,0,2,2.16,61.56,0
2324,0,0,7.7,1,0,4,2.08,66.28,0
2325,0,0,10.0,2,0,5,2.7,52.63,0
2326,0,0,8.2,2,0,3,2.21,49.94,0
2327,0,0,4.6,1,0,4,1.24,48.52,0
2328,1,21,8.7,2,0,3,2.35,56.14,0
2329,0,0,10.6,1,0,4,2.86,68.87,0
2330,0,0,8.1,1,0,2,2.19,58.76,0
2331,0,0,10.0,0,0,4,2.7,59.31,0
2332,0,0,5.6,1,0,2,1.51,66.28,0
2333,1,28,7.4,1,0,3,2.0,82.3,0
2334,0,0,11.8,2,0,6,3.19,63.52,0
2335,1,19,13.1,4,0,3,3.54,69.55,0
2336,0,0,9.7,3,0,3,2.62,69.69,0
2337,0,0,12.5,0,0,2,3.38,65.09,0
2338,0,0,11.1,2,0,4,3.0,45.87,0
2339,0,0,11.2,1,0,6,3.02,67.12,0
2340,1,20,8.9,1,0,2,2.4,71.02,0
2341,0,0,9.1,2,0,9,2.46,45.84,0
2342,0,0,11.3,2,0,2,3.05,65.86,0
2343,0,0,9.2,2,0,2,2.48,45.28,0
2344,0,0,6.9,2,0,5,1.86,50.24,0
2345,1,32,6.6,3,0,2,1.78,68.64,0
2346,0,0,10.4,3,0,6,2.81,70.75,0
2347,0,0,6.5,2,0,3,1.76,56.62,0
2348,1,19,9.6,0,0,6,2.59,59.8,0
2349,1,26,10.0,1,0,2,2.7,50.13,0
2350,0,0,9.8,1,0,5,2.65,61.48,0
2351,1,20,6.2,1,0,3,1.67,56.29,0
2352,0,0,9.8,1,0,11,2.65,69.19,0
2353,0,0,8.4,1,0,2,2.27,58.88,0
2354,0,0,9.9,1,0,3,2.67,58.05,0
2355,1,50,11.1,2,0,4,3.0,55.95,0
2356,0,0,11.6,0,0,1,3.13,62.01,0
2357,0,0,12.2,0,0,5,3.29,50.84,0
2358,1,34,11.8,1,0,7,3.19,47.13,0
2359,1,27,7.2,0,0,6,1.94,62.11,0
2360,0,0,14.7,3,0,2,3.97,58.64,0
2361,0,0,6.4,0,1,4,1.73,48.19,0
2362,0,0,9.1,1,0,4,2.46,66.96,0
2363,1,32,16.6,0,0,3,4.48,42.81,0
2364,0,0,5.6,2,0,5,1.51,42.19,0
2365,1,36,3.8,1,0,4,1.03,64.86,0
2366,1,15,10.0,2,0,3,2.7,73.25,0
2367,1,32,6.7,5,0,4,1.81,65.02,0
2368,0,0,10.4,2,1,9,2.81,55.07,0
2369,0,0,3.8,3,0,9,1.03,47.27,0
2370,0,0,12.8,0,0,1,3.46,69.09,0
2371,0,0,7.7,2,0,2,2.08,49.62,0
2372,0,0,9.1,2,0,2,2.46,55.08,0
2373,0,0,13.0,1,1,3,3.51,73.05,0
2374,0,0,4.3,0,0,3,1.16,51.41,0
2375,0,0,10.8,1,0,4,2.92,55.03,0
2376,1,34,12.5,4,0,4,3.38,60.62,0
2377,0,0,14.4,4,0,2,3.89,67.91,0
2378,0,0,10.5,2,0,6,2.84,44.08,0
2379,0,0,8.3,0,0,3,2.24,62.6,0
2380,0,0,9.4,0,0,5,2.54,61.36,0
2381,0,0,10.7,1,0,4,2.89,53.87,0
2382,0,0,15.9,2,0,2,4.29,50.34,0
2383,0,0,10.2,2,0,2,2.75,57.41,0
2384,0,0,16.7,2,0,3,4.51,54.33,0
2385,1,23,10.2,1,0,3,2.75,49.73,0
2386,0,0,9.8,2,0,3,2.65,61.46,0
2387,0,0,14.9,3,0,4,4.02,63.83,0
2388,0,0,12.9,1,0,12,3.48,48.51,0
2389,0,0,10.9,2,0,6,2.94,68.24,0
2390,0,0,11.8,1,0,6,3.19,46.64,0
2391,0,0,9.8,0,0,2,2.65,65.25,0
2392,1,40,13.4,0,0,4,3.62,45.3,0
2393,0,0,7.0,1,0,5,1.89,44.59,0
2394,0,0,13.3,0,0,5,3.59,65.91,0
2395,0,0,7.3,1,0,5,1.97,45.4,0
2396,1,31,11.5,4,0,1,3.11,74.46,0
2397,1,19,7.8,0,0,2,2.11,61.93,0
2398,0,0,9.8,0,0,5,2.65,41.99,0
2399,0,0,14.0,0,0,2,3.78,63.04,0
2400,1,19,4.1,1,0,4,1.11,55.92,0
2401,0,0,10.5,1,1,5,2.84,62.03,0
2402,0,0,10.0,2,1,5,2.7,64.96,0
2403,0,0,12.9,2,0,7,3.48,51.48,0
2404,0,0,9.8,7,0,4,2.65,62.86,0
2405,0,0,8.4,3,0,4,2.27,56.68,0
2406,0,0,10.3,1,0,5,2.78,47.78,0
2407,0,0,8.6,1,0,18,2.32,45.32,0
